id|jobTitle|location|company|type|description
3008596056|DevOps Engineer|Ho Chi Minh City, Vietnam|Anfin (YC W22)|Full-time|"About the job
About Anfin
We are a fintech company in Vietnam with the mission to bring investment opportunities and financial literacy to everyone in Vietnam. We strongly believe in the power of the stock market to transform developing economies. Therefore, we’re building the most innovative product in wealth management, and brokerage to make that happen. We have successfully raised investment from global venture capital investors and are now expanding the team to develop our product.
About the team
We’re a close-knit group of start-up enthusiasts, diverse in free-time hobbies from outdoors activities to paintings, yet similar in values like integrity, teamwork, and ownership. If that speaks to you, come join us! The great financial future for the Vietnamese won’t come true without you!
What you will do
Design and build automation tools to support our release process
Develop automation tools to release products in the secure portal, GCP marketplace, and docker repositories
Implement a secure, robust DevOps pipeline
Configure CI/CD and monitoring systems
Validate end to end system verification and sanity testing using build scripts into the DevOps pipeline
Your skills and experiences
Strong knowledge of best practices and security requirements of CI/CD
At least 2+ years working with GCP DevOps
Must have advanced knowledge on container orchestration (Docker, Docker compose, Kubernetes, ECS, etc.)
Must have set up a pipeline for building and deploying automation across the CI/CD process.
Must have good knowledge of the GCP services required for multi-tier architecture (VPC, Networking, Serverless)
Experience in GCP toolkit, CDK, and other related technology like Ansible is a plus
Must be familiar with SDLC and CI/CD tools ranging from JIRA, Github, GCP DevOps
The candidate must have good communication skills with a positive attitude
Why you'll love working with us
Very competitive package & 100% probation salary
Potential for ESOP
MacBook Pro is provided
Salary review: Twice per year
13th-month bonus
Social Insurance, Premium Healthcare Insurance for employees
Dynamic, fast-paced start-up work environment building exciting products
Company trip once a year and many exciting activities for team building
Free parking, coffee, and tea
Opportunity to learn about financial literacy from industry experts to build your own wealth
Opportunity to be mentored by a leadership team who has extensive entrepreneurship experience, successfully founding and exciting Tech companies
Working hour: Monday to Friday (from 8:30 am to 5:30 pm)
Contact the job poster
Vũ Trang 2nd
HR generalist
Job Poster Location
Ho Chi Minh City, Vietnam
Send InMail"
2964695282|DevOps Engineer|Hanoi, Hanoi, Vietnam|Techcombank (TCB)|Full-time · Mid-Senior level|"About the job
Responsibilities
Manage infrastructure both on-premises and cloud with fault tolerance and redundancy including capacity planning, setup, monitoring, investigate issues
Initiate continuous process improvements over operational effectiveness
Investigate and understand root causes for issues in business ops
Anticipates operational problems by studying modes of operation
Develops operational solutions by defining, studying, estimating, & screening alt. solutions;
calculating economics; det. impact on total system
In charge of Identity & Access Management Security
Sets up, develops, and maintains an ML-enabled eco-system including job orchestration, feature store, fitting models, hyperparameter tuning methods
Develop, review and modify CI/CD principles
Maintain CI/CD tools/platforms, develop and maintain pipeline configurations
Automate processes
Requirements
Strong working knowledge of Linux based systems
Practical experience with Docker containerization and clustering (Kubernetes/ECS)
Knowledge of modern CI/CD tools to automate testing and deployment
Knowledge of distributed/big-data systems: Hadoop, Spark,…
Knowledge of source control: Github, Gitlab, Bitbucket..
Demonstrate good logical thinking and problem-solving skills
Experienced working in an Agile, ITIL Process, fast-paced DevOps environment
Good at English in communication skills
Have experience in cloud services (AWS, GCP) is a bonus.
Have experience with setting up Feature Stores, ML-Pipelines, Workflows (like AirFlow), Delivery
Frameworks (KubeFlow), ML-Platfoms (JAX, TFX, MetaFlow) are bonuses.
Contact the job poster
Nguyet Tran ☆ 2nd
Passionate about helping people and companies achieve their dreams!
Job Poster Location
Vietnam
Send InMail"
2959104613|DevOps Engineer|Cầu Giấy, Hanoi, Vietnam|PIXTA Vietnam Co. Ltd.|Full-time|"About the job
PIXTA Inc. established in Tokyo from 2005, which has 67 million stock photos, illustrations, and videos from over 370 thousand contributors worldwide. PIXTA has grown to be the owner of the biggest Ecommerce platform for selling & buying licensed image, video, illustrator… in Japan.
PIXTA Vietnam established in Hanoi in 2016 as the biggest branch of PIXTA Group, PIXTA Vietnam has scaled up to a team of 60 people. Our goal is to hire skillful and passionate DevOps Engineer who are keen on:

Your scope of work
Working with a large number of AWS services (EC2, EKS, RDS, S3, ES, Lambda,…)
Develop and maintain tools for build automation, deployment and orchestration of container-based applications
Design & operate the Microservices architecture with Docker containers for the current system
Implement CI-CD, Logging, and Alert system in Kubernetes.
Evaluate, recommend, and implement technical solutions to meet business needs
Consulting the development team and management on container-based infrastructure
Prepare and maintain documentation of systems, standards, configurations, and procedures

Your Skills and Experience
The best-fit candidates will own:
Have at least 1 year experienced in Docker / Kubernetes / container orchestration
Be a team player who has good responsibility and good problem-solving skills
Be a nice person who cares about their outputs and supportive to other people
Be good at self-study and keen on continual learning
Have experience working with AWS
Preferred Requirements
Have knowledge and skills of Linux (especially Ubuntu/ Amazon Linux)
Have background in networking (TCP/IP, DNS, DHCP…)
Experienced in automation of systems and processes
Experienced in configuring / maintaining AWS deployments
Proficient in one or more scripting/programming languages
Deep understanding of DevOps philosophies and experience driving culture
Familiar with Agile/Scrum methodology
Good command of written and spoken English

Why You’ll Love Working Here
Salary & Allowance
Salary: 1000$ ~ 2500$ (Fulltime)
Performance review: twice per year & bonus up to 2 months salary end of year
Lunch allowance (40.000 VND/day), free parking fee
Full insurance & Bao Viet extra health care card based on company regulation
5 working days/week, 12 annual leave days/year, senior annual leave per 2 years
Career Growth
Opportunity to apply your talent attraction knowledge, learn new things and contribute your expertise for a well-known company in the technology field
Be given the freedom to develop your own working plans and grow as you want to be
Be received support from nice manager and coworkers
Education and Award
Team training, seminars, and useful documents are available
Quarterly Awards for initiatives and achievements
Free Coursera
Working Environment
Young, transparent & initiative
Internal Activities: Company trip (Yearly), Company outing (Quarterly), Health check-up (Yearly)
Club: Ping pong, Soccer, Tennis, Music Clubs

Contact the job poster
Linh Thanh 2nd
HR Generalist at Pixta Vietnam Co., Ltd | [HN] Looking for #ITrecruiter #Fullstack Dev, #DevOps, #Computer Vision,...
Job Poster Location
Hanoi, Hanoi, Vietnam
Send InMail"
2971593767|[Local Product] DevOps Engineer|Ho Chi Minh City, Ho Chi Minh City, Vietnam|Shopee|Full-time · Mid-Senior level|"About the job
About The Team

The Product Development team in Vietnam focus on solving immediate needs of Shopee for Vietnam market in 3 main categories: Operation / Engagement / Partnership. Our scope consists of products in various sizes and complexity levels, serving both internal users (Shopee staffs) as well as external users (our buyers, sellers, brands and partners). As a Software Engineer in the team, you'll be part of a Scrum team targeting at a specific category to develop impactful tools / features to accelerate business goals in that area.[

Job Description
Deploy source codes to Google Cloud, identifying production issues
Deploy and coordinate releases to Production and/or Staging environments
Manage release cycle & processes
Implement policies for facilitating release processes
Track progress of released features
Track performance of released features
Coordinate on release issues
Manage the versions of control system
Experience with GKE (Google Cloud Kubernetes Engine)
Support MySQL databases
Perform migration for systems and databases
Assists developers with software development and deployment procedures
Running tests
Perform root cause analysis for production errors

Requirements
At least 1 year experience as a DevOps Engineer or similar software engineering roles
Experience with configuration and deployment management tools
Experience in a public facing high-traffic environment
Understanding of Linux / Unix system & command line interface
Good knowledge of Go/Python
Working knowledge of databases and SQL
In-depth experience of Google Cloud Platform
Google Cloud certification is a plus
Problem-solving attitude
Team spirit
Google Cloud Platform
Linux / Unix OS
Knowledge of network & security
Coding and Shell scripting
Database tuning & debugging
Understanding of Major DevOps Tools: Ansible, Docker, Kubernetes, Puppet, Chef, GitLab, Istio, ELK, Jenkins, CI/CD tool..."
2963372554|DevOps Engineer|Hanoi, Hanoi, Vietnam|True Platform (Base Global)|Full-time|"About the job
ABOUT US
True Platform (Base Global) is a B2B SaaS (Software-as-a-Service) Company providing technology management solutions for global enterprises.
We would focus on building the easiest-to-start, simplest-to-use, and fastest-time-to-value customer-centric platform that helps companies win deals, grow loyalties, communicate seamlessly and work better with customers. With a strong belief in young Vietnamese engineers, we are looking for talented Devops Engineers for the Platform Team to pursue True Platform’s mission together: Build great enterprise software for the world.

WHAT YOU DO (FRESHER & JUNIOR LEVEL)
- Build and optimize CI/CD pipelines
- Automate monitoring, logging, tracing, profiling and alerting systems
- Selecting and deploying Devops tools as required

WHO YOU ARE
- Good background knowledge in Algorithms & Data Structures
- Understanding of Linux/Unix system is critical as you should be comfortable writing Shell scripts and deploying/debugging various packages
- Understanding of containerization like Docker, Kubernetes is a plus
- Understanding of setting up, operating and optimizing CI/CD pipelines is a plus
- Prior experience in cloud infrastructure is a plus (Google Cloud Platform or AWS)
- As the platform (especially its core system) will deal with challenging performance issues, it‘s a plus if you have certain experience working with high-load massive products in the past.
- Logical thinking and good problem-solving skills
- Willingness to learn and address big challenges

WHAT YOU CAN GET
* Special Benefits:
- Attractive salary package up to 1500$ plus bonus based on performance
- Flexible evaluation of salary increase (4 times/year) commensurate with work results
- Opportunity to receive ESOP shares (employee stock ownership plan) for outstanding contributors
- High performance computer and screen
- Team building, vacation at least 2 times/year, and other engagement activities
- Other benefits as prescribed by the Labor Law
* Personal Development:
- Fast-track career: Get to work with a large system with lots of opportunities to learn and experiment.
- Unlimited learning opportunities: Enhance your expertise through a comprehensive training program (offered by our partners such as Amazon, Google, Microsoft…), guidelines from mentors and product development challenges.
- Visible values & impacts: Build world-class and high-performance products that solve pain points for millions of enterprises in the world.
- Talented colleagues: Work with a team of enthusiastic and professional Product Builders who have already built a highly large-scale system serving 60+ millions of pageviews, hundreds of thousands users each month, and 7000+ enterprises; and graduated from top universities in Vietnam & the world (Stanford, UCLA, HUST, etc.).

GET READY TO BE OUR SOFTWARE ENGINEER!
Round 1: CV Application & Online Test (Algorithms & Data Structures,...)
Round 2: Interview
------------------------
Send your CV: talent@platform.inc
Find more about us: talent.platform.inc

Contact the job poster
Helen Tran 2nd
Welcome young talented Engineer to buildup global B2B SaaS Product
Job Poster Location
Thanh Xuân District, Hanoi, Vietnam
Send InMail"
2976899718|DevOps Engineer|Ho Chi Minh City, Ho Chi Minh City, Vietnam|Treehouse Finance|Full-time|"About the job
This job is sourced from a job board. Learn more
Job Description We are looking for an experienced Dev Ops to help design, build and maintain the CI/CD solutions for dedicated/ hybrid cloud environments. DevOps works with software developers and other production IT staff to oversee code releases.

Responsibilities Working together with engineers to get things done faster in an automated and repeatable way; Experience with cloud computing (AWS, Azure, GCP) to deploy upgrades and fixes. Contribute to design; developing, configuring, administrating, and maintaining CI (Continuous Integration) and CD (Continuous Delivery) tools/utilities for monolithic/modular systems (development, staging, production); Troubleshoot production and work with the development team to streamline code deployment. Analyze Code and communicate detailed assessments to the developer team to ensure improvement in applications and timely completion of projects. Collaborate with team members to improve technical tools, systems and processes, and data security. Develop and maintain design and troubleshooting documentation. Requirements Experience as a DevOps Engineer or similar software engineering role Good knowledge and experience of computer networking; Good knowledge of programming languages Experience working with databases and SQL Has experienced with Cloud base systems (AWS / Azure / GCP); Strong knowledge of Docker/container technologies; Strong knowledge of performance, security, load balancing, and system troubleshooting Able to work independently and in a team Able to read and understand English Accountable and proactive. Perks As a tech company, our company culture always delivers high-quality products with the greatest talent who are eager to succeed, with a vibrant work environment, and prioritize work-life balance. We convert our industry-leading research and knowledge into your power. This is the best place to gain your knowledge and experience in fintech technologies. Excellent and competitive salary package Opportunities to gain hands-on experience in cutting-edge technologies. M1 Macbook provided & widescreen 16 annual leave days, social insurance according to Vietnamese laws Annual performance review 13-month salary Working hours: 9 AM - 6 PM, Mon - Fri Unlimited potential for career growth because we are fast-growing Insurance: Social Insurance, PVI – Health Insurance Opportunity to work onsite at the Singapore office along with a chance to meet project clients for business discussion. We aim to be the gateway for all traders to effectively manage their DeFi risk across chains and are backed by some of the most reputable VCs and global crypto exchanges. Treehouse is looking for someone with a daring spirit and an entrepreneurial mindset. Someone willing to learn and grow alongside our team to help the company achieve its vision!

Company Description Treehouse provides DeFi users with live analytics and risk metrics of their digital assets. We are building a unified and user-friendly interface to help users successfully manage their portfolio in the ever-changing world of DeFi. We aim to be the gateway for all investors to effectively manage their DeFi risk across chains and are backed by some of the largest Global VC's and global crypto exchanges."
2951907624|DevOps Engineer|Hanoi, Hanoi, Vietnam|Techcombank (TCB)|Full-time · Mid-Senior level|"About the job
Responsibilities:
- Build, map and optimize delivery of the Continuous Delivery Pipeline (CDP) by addressing key elements like: process time, lead time, delay time and percent of complete and accurate and visualize the progress of these process on kanban project.
- Continuous Exploration (CE) – understand the market problem / customer need by analyzing and researching to identify the solution required to meet that need, from which suggest development of new features or modification from existing architectures, define and prioritize activities in the Program Backlog.
- Continuous Integration (CI) – take features from the Program Backlog and implement them to deliver a completed work which is committed to version control, built and integrated into a full system or solution, and tested end-to-end before being validated in a staging environment.
- Continuous Deployment (CD) - take the changes from the staging environment and deploy them to production.
- Release on Demand (RoD) - make value available to customers all at once, or in a staggered fashion based market and business needs.

Requirements:
- 3 to 6 years of relevant experience in DevOps/DevSecOps
- Must have experience with OpenShift, Kubernetes, CICD
- General experience with Docker, GitHub, Jenkins, ELK and deploying applications
- Solid foundation of networking and Linux administration
- Ability to learn/use a wide variety of open source technologies and tools"
3008583636|(Remote) DevOps Engineer|Vietnam|Hyperion360|Full-time|"About the job
Summary
Our client is an LA-based lifestyle e-commerce company. It is one of the fastest growing companies in the US, is looking for a DevOps Engineer to join our core back-end team. This engineer will be instrumental in helping us to develop and maintain our infrastructure roadmap.
What you’ll do:
Innovate with the infrastructure and engineering teams on cloud deployment for large scale distributed data processing applications using Docker and Kubernetes
Design and own the network topology and security policies for our AWS environment
Create and maintain technical requirements, process, design, and architecture documents
Facilitate performance analysis and capacity planning for our AWS infrastructure
Work with QA and infrastructure teams to develop redundancies to ensure high availability and disaster recovery plans to handle worst-case scenarios
Define standards, procedures, and guidelines to improve the overall processes, architecture, and security of our systems
Mentor and grow less experienced talent
Your background and skills will include:
Solid knowledge of AWS, Docker, Kubernetes
Strong knowledge of Infrastructure as Code: Terraform or Pulumi, CloudFormation
Strong knowledge of CI/CD: Github Actions, Jenkins
Good knowledge of building tools and automation to simplify deployments and create a robust scalable infrastructure
3+ years of experience deploying and managing large-scale distributed systems
Strong understanding of microservices, cloud-based infrastructures, Linux systems, and relational databases
Experience and comfort working with or leading distributed teams
Knowledge of Java programming language concepts and its ecosystem
Comfortable with long-term planning and documentation
Strong analytical and troubleshooting skills
Good verbal English communication
These are big pluses:
Experienced with event streaming platform: Kafka
Experienced with a large scale system
Experienced with microservice architecture
Experienced with network and security
Contact the job poster
Trang Phan 2nd
HR Specialist
Job Poster Location
Ho Chi Minh City Metropolitan Area
Send InMail"
2992577005|DevOps Engineer|Ho Chi Minh City, Vietnam|Axon Active - Agile Offshore Software Development Company|Full-time|"About the job
Description
Coming to Axon Active, you will work directly with foreign customers and trendy projects in Fintech, Big Data, Mobile, IoT, BPM, Biotech, Machine Learning, etc. Our Scrum teams are growing in dynamic spirit with teamwork & passion. You will be offered premium benefits and attractive salary. Besides, we are focusing on developing your knowledge, skills and English wherever you work in Ho Chi Minh, Da Nang or Can Tho.

Responsibilities
Work in Scrum team
Daily cooperate with Product Owner
Be involved in planning, estimation, developing and continuously delivering software
Self-assign tasks and fully be responsible for quality/quantity of delivered result
Self-determine appropriate architecture, technical solutions
Requirements
Have background in Computer Science/Information Technology or equivalent.
Strong knowledge of AWS infrastructures
Hands-on experience with Terraform
Experience with Docker container, Kubernetes, CI/CD
Experience with Linux/Windows infrastructures
Have knowledge of Python, Java is a plus
Experience on Wildfly, Gradle and Setup local dev environments
Good at English skills and Problem-solving skill

Why you'll love to work with us
Benefits
Competitive salary & 13th salary
100% salary in probation period
Working from Home option
Flexible working hours and up to 18 days off per year
Fully paid compulsory insurances (Bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế)
Annual premium healthcare and 24/24 personal accident insurance (Bảo hiểm sức khỏe và bảo hiểm tai nạn 24/24)
Additional healthcare insurance for family members
Annual health check-ups
Free kindergarten for staff’s kids
Onsite visit opportunities in Europe, USA or Australia
Access to licensed Udemy training courses & Axon Active plus frequent internal knowledge exchanges
Loyalty bonuses (additional annual leaves, travel vouchers)
Free lunch at the office
Company trip & other team building activities
Sponsored sports clubs such as football, badminton, etc.
More than a thousand useful books, e-books and magazines in our library
Direct English communication with foreigners and English courses

Working at Axon Active is more than just a job
It's the right place to inspire your work & life in JOY
International English speaking, self-development, and growing environment
A focus on developing your knowledge, skills, and English
Open, dynamic, and professional Agile environment
Modern office

As a professional environment
We collaborate and provide technical training courses for IT students in all major Universities in HCM City, Da Nang & Can Tho - https://www.axonactive.com/#our-client
Axon Active is the leading Agile Company in Vietnam
We are the founder of the most popular Agile event in Vietnam, the monthly Scrum Breakfast - http://scrumbreakfast.vn/
Axon Active is the organizer of one of the biggest IT events in Vietnam, the DevDay Da Nang - https://devday.org/
We are ISO/IEC 27001:2013 Certified and Microsoft Gold and Silver Partner

Join the Axon Active Family NOW!

Just fill out the form below
Or send us your resume in English to job@axonactive.com

If you have further questions, feel free to contact us
Tel: +84 28 7109 1234
Skype: live:.cid.396ac99b9bae2c90 (Ms. Phuong Thao)
Contact the job poster
Thảo Lương Thị Phương 2nd
Axon Active Vietnam is actively hiring Java Developers, .Net Developers, Hybrid Mobile Developers, Power Platform Developers, PHP Developers, ICT,....
Job Poster Location
Ho Chi Minh City, Vietnam
Send InMail"
2981604022|DevOps Engineer (Infrastructure)|Hanoi, Hanoi, Vietnam|PIXTA Vietnam Co. Ltd.|Full-time|"About the job
PIXTA Inc. established in Tokyo from 2005, which has 67 million stock photos, illustrations, and videos from over 370 thousand contributors worldwide. PIXTA has grown to be the owner of the biggest Ecommerce platform for selling & buying licensed image, video, illustrator… in Japan.
PIXTA Vietnam established in Hanoi in 2016 as the biggest branch of PIXTA Group, PIXTA Vietnam has scaled up to a team of 60 people. Our goal is to hire skillful and passionate DevOps Engineer who are keen on:
Your scope of work
Working with a large number of AWS services (EC2, EKS, RDS, S3, ES, Lambda,…)
Develop and maintain tools for build automation, deployment and orchestration of container-based applications
Design & operate the Microservices architecture with Docker containers for the current system
Implement CI-CD, Logging, and Alert system in Kubernetes.
Evaluate, recommend, and implement technical solutions to meet business needs
Consulting the development team and management on container-based infrastructure
Prepare and maintain documentation of systems, standards, configurations, and procedures
Your Skills and Experience
The best-fit candidates will own:
Have at least 1 year experienced in Docker / Kubernetes / container orchestration
Be a team player who has good responsibility and good problem-solving skills
Be a nice person who cares about their outputs and supportive to other people
Be good at self-study and keen on continual learning
Have experience working with AWS
Preferred Requirements
Have knowledge and skills of Linux (especially Ubuntu/ Amazon Linux)
Have background in networking (TCP/IP, DNS, DHCP…)
Experienced in automation of systems and processes
Experienced in configuring / maintaining AWS deployments
Proficient in one or more scripting/programming languages
Deep understanding of DevOps philosophies and experience driving culture
Familiar with Agile/Scrum methodology
Good command of written and spoken English
Why You’ll Love Working Here
Salary & Allowance
Salary: 1000$ ~ 2500$ (Fulltime)
Performance review: twice per year & bonus up to 2 months salary end of year
Lunch allowance (40.000 VND/day), free parking fee
Full insurance & Bao Viet extra health care card based on company regulation
5 working days/week, 12 annual leave days/year, senior annual leave per 2 years
Career Growth
Opportunity to apply your talent attraction knowledge, learn new things and contribute your expertise for a well-known company in the technology field
Be given the freedom to develop your own working plans and grow as you want to be
Be received support from nice manager and coworkers
Education and Award
Team training, seminars, and useful documents are available
Quarterly Awards for initiatives and achievements
Free Coursera
Working Environment
Young, transparent & initiative
Internal Activities: Company trip (Yearly), Company outing (Quarterly), Health check-up (Yearly)
Club: Ping pong, Soccer, Tennis, Music Clubs

Contact the job poster
Lien Nguyen 2nd
Hiring Talent Acquisition, DevOps, Data Scientist, Ruby/Node JS developer
Job Poster Location
Hanoi Capital Region
Send InMail"
2950819283|DevOps Engineer|Ho Chi Minh City, Vietnam|Pizza Hut Digital Ventures|Full-time · Mid-Senior level|"About the job
Who we are:
Pizza Hut Digital Ventures is looking for a passionate, driven, digital native to be a key part of driving growth on our digital platforms (Web, apps, and whatever the future may bring) through innovation and product optimization. As a Devops Engineer of PHDV Asia, you will:

Responsibilities
Devops Engineer works as part of a highly collaborative, cross-functional development team practicing continuous delivery and building highly performant applications
Devops Engineer develops prototypes quickly and deliver production code that can scale.
Devops Engineer will be involved in a full spectrum of development, including new features and new applications but also tools to support experimentation, localization and customization.
Devops Engineer develops and implement systems using best practices and tools. Document and communicate with them.
Be creative and experiment with new solutions but pragmatic and committed to code optimization, maintainability, and quality
Devops Engineer works with product owners and designers to priorities and hone features. Optimize web applications for maximum speed and scale.

Qualifications
Devops Engineer would have strong experience of managing infrastructure as code (Cloud Formation, Terraform, Serverless, etc…)
Devops Engineer would have ability to use a wide variety of open source technologies and cloud services (experience with AWS + Jenkins is required)
Devops Engineer would have experience of deploying containers (Docker, Kubenetes, ECS)
Experience with relational and non-relational (e.g., Aurora with PostgresSQL compatibility, DynamoDB, S3, etc.) data stores
Devops Engineer would have experience in managing production systems at scale
Thought leader in the areas of continuous deployment, DevOps culture and SRE
Proficiency in English

This is an excellent opportunity for a DevOps Engineer who wants to progress within a start up that is part of a global family and work with the latest technologies. If you meet the criteria above we'd love to hear from you."
2964694439|DevOps Engineer|Ho Chi Minh City, Vietnam|Techcombank (TCB)|Full-time · Mid-Senior level|"About the job
Responsibilities
Manage infrastructure both on-premises and cloud with fault tolerance and redundancy including capacity planning, setup, monitoring, investigate issues
Initiate continuous process improvements over operational effectiveness
Investigate and understand root causes for issues in business ops
Anticipates operational problems by studying modes of operation
Develops operational solutions by defining, studying, estimating, & screening alt. solutions;
calculating economics; det. impact on total system
In charge of Identity & Access Management Security
Sets up, develops, and maintains an ML-enabled eco-system including job orchestration, feature store, fitting models, hyperparameter tuning methods
Develop, review and modify CI/CD principles
Maintain CI/CD tools/platforms, develop and maintain pipeline configurations
Automate processes
Requirements
Strong working knowledge of Linux based systems
Practical experience with Docker containerization and clustering (Kubernetes/ECS)
Knowledge of modern CI/CD tools to automate testing and deployment
Knowledge of distributed/big-data systems: Hadoop, Spark,…
Knowledge of source control: Github, Gitlab, Bitbucket..
Demonstrate good logical thinking and problem-solving skills
Experienced working in an Agile, ITIL Process, fast-paced DevOps environment
Good at English in communication skills
Have experience in cloud services (AWS, GCP) is a bonus.
Have experience with setting up Feature Stores, ML-Pipelines, Workflows (like AirFlow), Delivery
Frameworks (KubeFlow), ML-Platfoms (JAX, TFX, MetaFlow) are bonuses.
Contact the job poster
Nguyet Tran ☆ 2nd
Passionate about helping people and companies achieve their dreams!
Job Poster Location
Vietnam
Send InMail"
2976768520|DevOps Engineer (HCM)|Ho Chi Minh City, Vietnam|Techcombank (TCB)|Full-time|"About the job
Responsibilities:
- Build, map and optimize delivery of the Continuous Delivery Pipeline (CDP) by addressing key elements like: process time, lead time, delay time and percent of completion and accuracy.
- Analyze the needs of units and consult, design, deploy cloud-based solutions, consider potential effectiveness and risk of solutions.
- Identify risks and coordinate with related units to propose methods to measure and minimize risks in operations.
- Make recommendations, improvements and enhancements through continuous assessment of security threats and vulnerabilities in the cloud.
- Ensure the cloud solutions align with service quality, comply with the Bank's regulations and policies.

Requirements:
- 3-5+ years of experience building and maintaining Cloud infrastructure.
- Strong understanding of how to secure Cloud environments and meet compliance requirements
- Hands-on experience deploying and managing infrastructure with Terraform
- Solid foundation of networking and Linux administration
- Experience with Kubernetes, Docker, GitHub, Jenkins, ELK and deploying applications on AWS
- Ability to learn/use a wide variety of open source technologies and tools"
2992166430|DevOps Engineer, KMS Solutions|Ho Chi Minh City, Ho Chi Minh City, Vietnam|KMS Technology, Inc.|Full-time · Entry level|"About the job
This job is sourced from a job board. Learn more
Deploy, configure, troubleshoot and work with team on system deployment and system monitoring following. * Perform configuration management, automating and containerizing existing processes, applications and services. * Help the development team build and manage different kinds of environments for testing and integration like building and managing CI/CD pipeline. * Actively contribute ideas and efforts to product success. * Provide other duties as needed like technical support for end users and in-house development team. * Experienced in DevOps tools like Jenkins/Jira/ Git, etc. * Experienced in cloud-based environments such as Azure/AWS/Google Cloud Platform. * Development experience with scripting languages (Python/ Bash) * Good at Docker and any related Orchestration tools like Docker Swarm, Kubernetes * Good at managing distributed or microservices systems. * Good at managing and monitoring SQL database servers. * Basic in building tools including but not limited to Maven, Gradle * Experience managing both Windows and Linux (Ubuntu or CentOS) server * Has knowledge in configuring and managing a different kinds of database technology. * Has knowledge of application containerization * Knowledge of TCP/IP-based computer networks and common internet protocols. * Will to learn, curious mind * Problem-solving attitude. _Plus:_ * Agile Methods/ SCRUM * Has knowledge in configuring and managing database like Oracle/PostgreSQL/Mongo/ Redis. /Thinking of joining KMS Solutions? Yes, you deserve it!/ Progressive Career Development * Role-based training foundation * Active role at the global client-side * Continuous professional certification * Simple goals - achievable success Attractive compensation * Up to 15 months salary/year * Performance review twice a year * Premium healthcare insurance * 18+ paid leave/year Engagement workplace * Flexi mode, modern work environment * Well-being centric Impactful community organization * Community development activities: 1% Pledge, KMS Gives charity every quarter, blood donation, public seminars, career orientation talks,... /Join us and let yourself explore other fantastic things!/"
